LBMA to Au(T+D),Au(T+D) to LBMA,Dates_x
32.89670007,0.009238901,2018/7/5 14:39
32.89712855,0.009172066,2018/7/5 14:40
32.89882559,0.009367709,2018/7/5 14:44
32.90240603,0.0092586,2018/7/5 14:46
32.90567066,0.009307536,2018/7/5 14:50
32.90724416,0.009376199,2018/7/5 14:52
32.90674059,0.009503463,2018/7/5 14:53
32.90758882,0.009535527,2018/7/5 14:54
32.90803167,0.009962098,2018/7/5 14:59
32.924907,0.010585029,2018/7/5 15:15
32.94197173,0.010730502,2018/7/5 15:24
32.95323236,0.011248829,2018/7/5 19:59
32.94755815,0.010857105,2018/7/5 20:05
32.9542299,0.010966552,2018/7/5 20:06
32.94290413,0.011144503,2018/7/5 20:14
32.94665865,0.010790735,2018/7/5 20:15
32.91925033,0.009970229,2018/7/5 20:16
32.91364696,0.009797494,2018/7/5 20:17
32.92179264,0.009998471,2018/7/5 20:20
32.91980635,0.00993482,2018/7/5 20:21
32.92700238,0.009592749,2018/7/5 20:22
32.944604,0.010017133,2018/7/5 20:25
32.93995275,0.009763378,2018/7/5 20:29
32.93927797,0.009871941,2018/7/5 20:30
32.94175169,0.009730843,2018/7/5 20:33
32.9400249,0.009494547,2018/7/5 20:35
32.94327855,0.009374276,2018/7/5 20:36
32.93081548,0.009711404,2018/7/5 20:38
32.9760195,0.009506956,2018/7/5 20:39
32.98258442,0.009737545,2018/7/5 20:40
32.9671872,0.009483743,2018/7/5 20:46
32.94641973,0.009110821,2018/7/5 20:47
32.94257805,0.009317715,2018/7/5 20:48
32.93943376,0.00938685,2018/7/5 20:51
32.94871437,0.009483539,2018/7/5 20:52
32.956203,0.0093031,2018/7/5 20:59
32.95891251,0.009349153,2018/7/5 21:00
32.94364339,0.008884349,2018/7/5 21:01
32.95143868,0.008877315,2018/7/5 21:02
32.96490337,0.00897239,2018/7/5 21:03
32.96723255,0.00919079,2018/7/5 21:05
32.96058607,0.009431222,2018/7/5 21:06
32.9534432,0.009064922,2018/7/5 21:08
32.96175659,0.009283211,2018/7/5 21:10
32.9640103,0.009467917,2018/7/5 21:11
32.97898952,0.009739825,2018/7/5 21:15
32.98304827,0.00993362,2018/7/5 21:16
32.98005133,0.009718396,2018/7/5 21:18
32.98144952,0.009790975,2018/7/5 21:19
32.93044064,0.009318574,2018/7/5 21:22
32.93328336,0.00912695,2018/7/5 21:23
32.93535021,0.009314126,2018/7/5 21:24
32.93214615,0.009242756,2018/7/5 21:25
32.93721035,0.009632345,2018/7/5 21:27
32.93419201,0.009848901,2018/7/5 21:28
32.93769703,0.009768995,2018/7/5 21:29
32.94077829,0.009810026,2018/7/5 21:30
32.92955711,0.009864668,2018/7/5 21:40
32.91783091,0.010448244,2018/7/5 21:45
32.91590122,0.009959123,2018/7/5 21:46
32.91266148,0.009619144,2018/7/5 21:48
32.91346894,0.009538942,2018/7/5 21:49
32.9134961,0.009529388,2018/7/5 21:54
32.91581022,0.00971941,2018/7/5 21:57
32.910828,0.010280306,2018/7/5 21:59
32.90127775,0.009722243,2018/7/5 22:00
32.9019016,0.009871767,2018/7/5 22:01
32.91300498,0.010089751,2018/7/5 22:03
32.90493994,0.010110286,2018/7/5 22:04
32.89671449,0.009773798,2018/7/5 22:06
32.8979144,0.009697104,2018/7/5 22:12
32.88691693,0.008837224,2018/7/5 22:18
32.88760691,0.008814757,2018/7/5 22:20
32.88377464,0.00874878,2018/7/5 22:22
32.88933361,0.008755199,2018/7/5 22:23
32.88267903,0.00844084,2018/7/5 22:24
32.89359347,0.0086048,2018/7/5 22:25
32.88442839,0.008497198,2018/7/5 22:27
32.88202065,0.008190391,2018/7/5 22:28
32.88456004,0.008345307,2018/7/5 22:30
32.85855586,0.008478459,2018/7/5 22:31
32.85219479,0.0086582,2018/7/5 22:32
32.85430032,0.008657328,2018/7/5 22:33
32.86732678,0.008660937,2018/7/5 22:35
32.88010748,0.008827343,2018/7/5 22:37
32.90090051,0.009010869,2018/7/5 22:38
32.90174385,0.00899592,2018/7/5 22:39
32.90271714,0.008917349,2018/7/5 22:40
32.89625338,0.008810839,2018/7/5 22:41
32.89182139,0.008730881,2018/7/5 22:43
32.8873805,0.008937382,2018/7/5 22:44
32.88704107,0.008739153,2018/7/5 22:45
32.90310953,0.009208298,2018/7/5 22:46
32.9067108,0.009328184,2018/7/5 22:47
32.88546329,0.009011452,2018/7/5 22:48
32.89582312,0.008992527,2018/7/5 22:49
32.89407534,0.00897005,2018/7/5 22:50
32.89457475,0.009014513,2018/7/5 22:52
32.89042611,0.009003383,2018/7/5 22:53
32.885695,0.008938814,2018/7/5 22:54
32.8817946,0.00851924,2018/7/5 22:56
32.87872058,0.00855398,2018/7/5 22:57
32.87684999,0.008480044,2018/7/5 22:58
32.88031253,0.008790761,2018/7/5 22:59
32.87932351,0.008616277,2018/7/5 23:00
32.87930034,0.008727934,2018/7/5 23:01
32.8813165,0.008842536,2018/7/5 23:02
32.8782205,0.008507626,2018/7/5 23:03
32.86261044,0.008319857,2018/7/5 23:04
32.86311149,0.008259549,2018/7/5 23:05
32.85399685,0.007986084,2018/7/5 23:06
32.85651049,0.008145561,2018/7/5 23:07
32.84419729,0.007859585,2018/7/5 23:09
32.84304314,0.007865768,2018/7/5 23:10
32.84424861,0.007902557,2018/7/5 23:11
32.84660295,0.007874536,2018/7/5 23:12
32.84596209,0.007915675,2018/7/5 23:13
32.84033947,0.007694863,2018/7/5 23:14
32.83948651,0.007682177,2018/7/5 23:15
32.84082946,0.007507019,2018/7/5 23:16
32.83210823,0.007201784,2018/7/5 23:18
32.82891604,0.007222996,2018/7/5 23:19
32.82776389,0.007092653,2018/7/5 23:20
32.83081413,0.006931703,2018/7/5 23:22
32.83182945,0.007057976,2018/7/5 23:23
32.82593347,0.006769067,2018/7/5 23:24
32.82588763,0.006644779,2018/7/5 23:25
32.82841174,0.006796768,2018/7/5 23:26
32.8223284,0.006985969,2018/7/5 23:27
32.82541551,0.007091621,2018/7/5 23:28
32.83155682,0.007157474,2018/7/5 23:29
32.83838418,0.007289586,2018/7/5 23:30
32.84223994,0.007148345,2018/7/5 23:31
32.84829203,0.007512834,2018/7/5 23:34
32.84324445,0.007437263,2018/7/5 23:35
32.84115312,0.007708118,2018/7/5 23:36
32.83897973,0.007466645,2018/7/5 23:37
32.84010691,0.007448954,2018/7/5 23:39
32.84626764,0.007672788,2018/7/5 23:41
32.8505512,0.007623935,2018/7/5 23:42
32.85247315,0.007810264,2018/7/5 23:45
32.83938167,0.007503106,2018/7/5 23:47
32.84346776,0.007806959,2018/7/5 23:50
32.84529797,0.007688282,2018/7/5 23:54
32.84455625,0.007794951,2018/7/5 23:55
32.84480339,0.007868502,2018/7/5 23:59
32.84361794,0.007860887,2018/7/6
32.83879011,0.00772651,2018/7/6 0:01
32.83746603,0.007825234,2018/7/6 0:03
32.84581894,0.007961619,2018/7/6 0:06
32.84026741,0.008044586,2018/7/6 0:10
32.83726277,0.007851363,2018/7/6 0:12
32.83545044,0.007542585,2018/7/6 0:16
32.83369911,0.00738202,2018/7/6 0:20
32.83884005,0.007359362,2018/7/6 0:23
32.83950371,0.007496129,2018/7/6 0:24
32.83746198,0.007522788,2018/7/6 0:26
32.83554962,0.007330056,2018/7/6 0:27
32.83164403,0.007458732,2018/7/6 0:29
32.83261473,0.007579315,2018/7/6 0:31
32.8231296,0.007384768,2018/7/6 0:55
32.8232141,0.007425322,2018/7/6 0:56
32.83756521,0.007907212,2018/7/6 1:10
32.83800989,0.007778865,2018/7/6 1:13
32.83771157,0.007821041,2018/7/6 1:15
32.83454716,0.007607054,2018/7/6 1:22
32.83048988,0.00724509,2018/7/6 1:29
32.83076149,0.007205273,2018/7/6 1:30
32.83278635,0.00737541,2018/7/6 1:31
32.83920825,0.007571642,2018/7/6 1:33
32.85064714,0.007961283,2018/7/6 1:37
32.83368062,0.007943747,2018/7/6 2:03
32.85231253,0.008350105,2018/7/6 2:07
32.84884158,0.00829085,2018/7/6 2:09
32.85831468,0.008454976,2018/7/6 2:21
32.85115857,0.007806873,2018/7/6 9:00
32.85394907,0.007892701,2018/7/6 9:02
32.85741127,0.008035953,2018/7/6 9:03
32.8478258,0.007510768,2018/7/6 9:07
32.84040677,0.007344084,2018/7/6 9:12
32.854633,0.008089016,2018/7/6 9:28
32.78045113,0.008556014,2018/7/6 9:43
32.78816475,0.009002572,2018/7/6 9:47
32.78651668,0.008729235,2018/7/6 9:49
32.79083427,0.008508213,2018/7/6 9:53
32.78683197,0.008883248,2018/7/6 9:59
32.77328886,0.008847294,2018/7/6 10:00
32.76539105,0.008294403,2018/7/6 10:09
32.76511169,0.008361334,2018/7/6 10:10
32.76182044,0.008133392,2018/7/6 10:13
32.76448162,0.007987622,2018/7/6 10:20
32.76716411,0.008073737,2018/7/6 10:25
32.76803862,0.00781416,2018/7/6 10:31
32.78052487,0.007749007,2018/7/6 10:32
32.78332286,0.007884695,2018/7/6 10:43
32.77918134,0.008150954,2018/7/6 10:53
32.77901525,0.008239336,2018/7/6 10:56
32.7786862,0.008239884,2018/7/6 10:58
32.78942246,0.008358865,2018/7/6 11:00
32.77871664,0.008161381,2018/7/6 11:08
32.7859085,0.008220339,2018/7/6 11:09
32.7920933,0.008333071,2018/7/6 11:14
32.79016876,0.008893398,2018/7/6 11:15
32.79347234,0.008683733,2018/7/6 11:18
32.78121734,0.007503642,2018/7/6 13:30
32.77619085,0.007481527,2018/7/6 13:31
32.78100398,0.007757236,2018/7/6 13:34
32.77898089,0.00790981,2018/7/6 13:35
32.76880597,0.007802389,2018/7/6 13:36
32.65632838,0.006633145,2018/7/6 13:50
32.65809953,0.006667751,2018/7/6 13:53
32.65205563,0.006338648,2018/7/6 13:55
32.65228888,0.006354133,2018/7/6 13:58
32.65955981,0.006249143,2018/7/6 14:03
32.65827479,0.00614259,2018/7/6 14:04
32.65516614,0.005944463,2018/7/6 14:05
32.6565294,0.005935082,2018/7/6 14:18
32.65552174,0.00578216,2018/7/6 14:20
32.65841748,0.005815555,2018/7/6 14:21
32.64338258,0.005901163,2018/7/6 14:28
32.65992257,0.006015764,2018/7/6 14:38
32.65894783,0.005993975,2018/7/6 14:39
32.65812495,0.005842393,2018/7/6 14:59
32.65116157,0.005793903,2018/7/6 15:00
32.64232964,0.005788624,2018/7/6 15:05
32.64234241,0.005876263,2018/7/6 15:07
32.63686737,0.005718071,2018/7/6 15:10
32.61032077,0.006554687,2018/7/6 15:42
32.61631608,0.006652611,2018/7/6 20:07
32.61528035,0.006631251,2018/7/6 20:10
32.59682397,0.006571951,2018/7/6 20:14
32.60108586,0.006699797,2018/7/6 20:20
32.60807694,0.00674562,2018/7/6 20:21
32.61185882,0.006454295,2018/7/6 20:23
32.59685219,0.006330225,2018/7/6 20:26
32.59871626,0.006276763,2018/7/6 20:27
32.59386573,0.00606194,2018/7/6 20:30
32.56374295,0.006752328,2018/7/6 20:31
32.51839403,0.005777351,2018/7/6 20:32
32.50554099,0.005759777,2018/7/6 20:33
32.49866462,0.005453755,2018/7/6 20:35
32.49761783,0.005440419,2018/7/6 20:36
32.49472059,0.005228647,2018/7/6 20:37
32.50012128,0.00542109,2018/7/6 20:38
32.50140065,0.005501698,2018/7/6 20:39
32.50546896,0.005612492,2018/7/6 20:40
32.50399628,0.005562751,2018/7/6 20:41
32.50208515,0.005582622,2018/7/6 20:42
32.50081378,0.005498779,2018/7/6 20:43
32.50334544,0.00552896,2018/7/6 20:44
32.50286535,0.005650172,2018/7/6 20:45
32.51351131,0.005830224,2018/7/6 20:47
32.52707084,0.0061951,2018/7/6 20:48
32.53332101,0.006057409,2018/7/6 20:49
32.53831223,0.005927196,2018/7/6 20:50
32.52801635,0.005761742,2018/7/6 20:54
32.51196463,0.005742514,2018/7/6 20:55
32.50463605,0.005708404,2018/7/6 20:56
32.51674731,0.005828906,2018/7/6 21:00
32.50939738,0.005807819,2018/7/6 21:01
32.50065193,0.005636704,2018/7/6 21:02
32.49958464,0.005579878,2018/7/6 21:03
32.48701064,0.005753072,2018/7/6 21:04
32.50043814,0.005655448,2018/7/6 21:05
32.49433518,0.005553484,2018/7/6 21:06
32.47483949,0.005653663,2018/7/6 21:09
32.46972072,0.005394404,2018/7/6 21:10
32.46383755,0.005277719,2018/7/6 21:11
32.46134581,0.005337182,2018/7/6 21:12
32.45528293,0.005396531,2018/7/6 21:15
32.46148502,0.005276439,2018/7/6 21:17
32.45522111,0.005379848,2018/7/6 21:18
32.46631339,0.005494052,2018/7/6 21:23
32.46580907,0.005691303,2018/7/6 21:25
32.46470465,0.005601518,2018/7/6 21:28
32.46194913,0.00560193,2018/7/6 21:31
32.45596943,0.005779495,2018/7/6 21:32
32.44431094,0.005891014,2018/7/6 21:33
32.45300035,0.006161826,2018/7/6 21:35
32.45320042,0.006258545,2018/7/6 21:37
32.44473143,0.006295478,2018/7/6 21:38
32.44487306,0.005989354,2018/7/6 21:44
32.44091117,0.005756452,2018/7/6 21:47
32.43984802,0.005755929,2018/7/6 21:48
32.38736307,0.006197305,2018/7/6 21:53
32.40563841,0.006384369,2018/7/6 21:57
32.39627959,0.006427031,2018/7/6 21:59
32.38573481,0.006221388,2018/7/6 22:00
32.4010898,0.006356727,2018/7/6 22:01
32.40137954,0.006408421,2018/7/6 22:06
32.25617538,0.00546275,2018/7/6 22:07
32.30014213,0.005636632,2018/7/6 22:10
32.29061185,0.005460144,2018/7/6 22:15
32.29028183,0.005431384,2018/7/6 22:16
32.29155882,0.005334825,2018/7/6 22:17
32.29239744,0.005330079,2018/7/6 22:20
32.29367542,0.005173858,2018/7/6 22:25
32.29766083,0.00526899,2018/7/6 22:32
32.29151562,0.00508047,2018/7/6 22:34
32.2944044,0.005133979,2018/7/6 22:35
32.29284808,0.005180452,2018/7/6 22:36
32.29293283,0.005343759,2018/7/6 22:38
32.29919716,0.005290794,2018/7/6 22:39
32.29726047,0.005147168,2018/7/6 22:42
32.29668854,0.005177732,2018/7/6 22:43
32.29249801,0.005252671,2018/7/6 22:45
32.29479379,0.005437963,2018/7/6 22:49
32.29593264,0.005303847,2018/7/6 22:51
32.29154749,0.005477457,2018/7/6 22:52
32.28827601,0.005453333,2018/7/6 22:54
32.28883575,0.005494995,2018/7/6 22:55
32.27399083,0.005628844,2018/7/6 22:56
32.30101245,0.005223468,2018/7/6 22:57
32.30766556,0.005323925,2018/7/6 22:59
32.29843915,0.005226836,2018/7/6 23:02
32.29717704,0.005287277,2018/7/6 23:03
32.29412118,0.005375047,2018/7/6 23:04
32.29190781,0.005341469,2018/7/6 23:06
32.29370595,0.005391073,2018/7/6 23:08
32.28626598,0.005606869,2018/7/6 23:10
32.28175698,0.005656149,2018/7/6 23:12
32.28040287,0.005701828,2018/7/6 23:13
32.28431636,0.005604063,2018/7/6 23:14
32.29018781,0.005431298,2018/7/6 23:15
32.26863207,0.005247387,2018/7/6 23:16
32.27619266,0.005290374,2018/7/6 23:17
32.27467729,0.005204171,2018/7/6 23:18
32.27676654,0.005150815,2018/7/6 23:19
32.28769643,0.005319302,2018/7/6 23:36
32.29191011,0.005388318,2018/7/6 23:37
32.29355983,0.005411693,2018/7/6 23:38
32.29340573,0.005448338,2018/7/6 23:41
32.29184393,0.005489771,2018/7/6 23:42
32.28876424,0.005613708,2018/7/6 23:44
32.28829692,0.005535383,2018/7/6 23:45
32.28653949,0.005490126,2018/7/6 23:46
32.28424133,0.005543882,2018/7/6 23:49
32.28920826,0.005403833,2018/7/6 23:50
32.28361859,0.005350793,2018/7/6 23:51
32.28374436,0.005249692,2018/7/6 23:52
32.28323758,0.005262344,2018/7/6 23:53
32.29061463,0.005258546,2018/7/6 23:54
32.27478359,0.005279536,2018/7/6 23:55
32.2725119,0.005284283,2018/7/6 23:59
32.28145705,0.005306703,2018/7/7 0:03
32.27794322,0.005342839,2018/7/7 0:04
32.27825989,0.005370821,2018/7/7 0:05
32.25616676,0.005208832,2018/7/7 0:08
32.2572099,0.005132431,2018/7/7 0:09
32.25809061,0.005158763,2018/7/7 0:10
32.25796272,0.005180387,2018/7/7 0:12
32.25722542,0.005144523,2018/7/7 0:13
32.25684559,0.005140645,2018/7/7 0:14
32.25290441,0.005067764,2018/7/7 0:16
32.23288358,0.005076874,2018/7/7 0:17
32.23689139,0.005037271,2018/7/7 0:24
32.23583045,0.005096018,2018/7/7 0:28
32.23556924,0.004989752,2018/7/7 0:29
32.23739824,0.005053942,2018/7/7 0:30
32.22522137,0.004982897,2018/7/7 0:31
32.2252133,0.005007739,2018/7/7 0:34
32.22553831,0.005067636,2018/7/7 0:36
32.21968418,0.004983713,2018/7/7 0:41
32.22067096,0.004921618,2018/7/7 0:42
32.2232804,0.004880094,2018/7/7 0:43
32.2231444,0.004818234,2018/7/7 0:44
32.20839164,0.004741273,2018/7/7 0:47
32.1986651,0.004779634,2018/7/7 0:49
32.19321623,0.004779437,2018/7/7 0:51
32.19265853,0.004777049,2018/7/7 0:55
32.18662285,0.004718798,2018/7/7 0:59
32.18833754,0.004685848,2018/7/7 1:00
32.19143299,0.004889718,2018/7/7 1:21
32.18636571,0.0048396,2018/7/7 1:27
32.20218834,0.004794028,2018/7/7 1:28
32.20556846,0.004842942,2018/7/7 1:39
32.23169125,0.004911678,2018/7/7 1:46
32.24166972,0.004866123,2018/7/7 1:51
32.23518763,0.005014315,2018/7/7 1:59
32.23266348,0.005053863,2018/7/7 2:09
32.24689713,0.004960758,2018/7/7 2:16
32.22947299,0.005016538,2018/7/7 2:26
32.23893161,0.005055022,2018/7/7 2:28
32.23521454,0.004410562,2018/7/9 9:32
32.22458375,0.004283091,2018/7/9 9:33
32.2385698,0.003918278,2018/7/9 9:34
32.18093429,0.003890783,2018/7/9 9:36
32.15726597,0.004005543,2018/7/9 9:37
32.16429405,0.003956208,2018/7/9 9:38
32.15961497,0.003993457,2018/7/9 9:40
32.1641644,0.004024839,2018/7/9 9:41
32.16824782,0.003971028,2018/7/9 9:52
32.16302467,0.003942389,2018/7/9 9:53
32.16059303,0.003855129,2018/7/9 9:54
32.1564206,0.003859913,2018/7/9 10:02
32.17700492,0.003820137,2018/7/9 10:03
32.18091607,0.003739919,2018/7/9 10:07
32.17883399,0.003734801,2018/7/9 10:08
32.24586195,0.003595045,2018/7/9 10:22
32.24653324,0.003750294,2018/7/9 10:24
32.24207823,0.003762814,2018/7/9 10:25
32.23952697,0.003721636,2018/7/9 10:26
32.2472788,0.003741295,2018/7/9 10:29
32.27525374,0.003805219,2018/7/9 11:10
32.25150362,0.00377965,2018/7/9 11:26
32.24881132,0.003685238,2018/7/9 11:27
32.25591454,0.003719099,2018/7/9 11:28
32.24793688,0.003612541,2018/7/9 13:30
32.24946388,0.003664228,2018/7/9 13:39
32.24509255,0.00366428,2018/7/9 13:42
32.24178885,0.003563004,2018/7/9 13:51
32.24349344,0.003621617,2018/7/9 13:54
32.22996533,0.003600198,2018/7/9 13:59
32.22703609,0.00360928,2018/7/9 14:00
32.22560616,0.003597354,2018/7/9 14:04
32.22486112,0.003563266,2018/7/9 14:07
32.22542889,0.003559743,2018/7/9 14:11
32.21916249,0.003461081,2018/7/9 14:13
32.21776775,0.003436995,2018/7/9 14:16
32.22272691,0.003460722,2018/7/9 14:19
32.19529042,0.00350721,2018/7/9 14:33
32.19221041,0.003516409,2018/7/9 14:34
32.19782295,0.003539754,2018/7/9 14:41
32.1971269,0.003568364,2018/7/9 14:49
32.1933489,0.003561971,2018/7/9 14:54
32.19234051,0.003584608,2018/7/9 14:55
32.1984907,0.003595653,2018/7/9 14:56
32.19738286,0.003553712,2018/7/9 14:59
32.19971389,0.003569607,2018/7/9 15:09
32.19444436,0.003529923,2018/7/9 15:20
32.19756721,0.003580642,2018/7/9 15:23
32.21055058,0.003622586,2018/7/9 15:28
32.21012879,0.003680344,2018/7/9 15:30
32.24667501,0.003271975,2018/7/9 19:59
32.22454556,0.003293095,2018/7/9 20:11
32.22680966,0.003315015,2018/7/9 20:14
32.22674156,0.003315455,2018/7/9 20:15
32.23340467,0.003286139,2018/7/9 20:18
32.23340868,0.003291407,2018/7/9 20:20
32.23338053,0.00329264,2018/7/9 20:22
32.2318529,0.003293331,2018/7/9 20:24
32.23145885,0.003291485,2018/7/9 20:26
32.22991368,0.003289266,2018/7/9 20:27
32.23235483,0.003284892,2018/7/9 20:32
32.23484556,0.003303563,2018/7/9 20:33
32.23320571,0.00331093,2018/7/9 20:34
32.23678558,0.003307085,2018/7/9 20:35
32.2329993,0.003311707,2018/7/9 20:36
32.24406113,0.003290387,2018/7/9 20:38
32.2521252,0.003311624,2018/7/9 20:39
32.24811121,0.003315321,2018/7/9 20:40
32.24453552,0.003312583,2018/7/9 20:41
32.24336421,0.003309507,2018/7/9 20:42
32.24314276,0.003320755,2018/7/9 20:46
32.24368803,0.003320678,2018/7/9 20:47
32.24426977,0.003298652,2018/7/9 20:49
32.24454982,0.003298673,2018/7/9 20:51
32.24367261,0.003293183,2018/7/9 20:53
32.24612912,0.003296794,2018/7/9 20:55
32.24763037,0.003300101,2018/7/9 20:57
32.24986446,0.00327873,2018/7/9 20:58
32.24768209,0.003279468,2018/7/9 20:59
32.24901223,0.0032571,2018/7/9 21:00
32.24869592,0.003256035,2018/7/9 21:01
32.24508052,0.003255133,2018/7/9 21:02
32.24651931,0.003252774,2018/7/9 21:03
32.24055986,0.003234139,2018/7/9 21:04
32.24075754,0.003240954,2018/7/9 21:07
32.23694437,0.003238542,2018/7/9 21:11
32.2370475,0.003256971,2018/7/9 21:12
32.23476163,0.003253843,2018/7/9 21:13
32.23362789,0.003227019,2018/7/9 21:14
32.23360398,0.00320543,2018/7/9 21:17
32.2290389,0.003208772,2018/7/9 21:22
32.22623658,0.003206499,2018/7/9 21:24
32.22780892,0.003212632,2018/7/9 21:26
32.22454157,0.003224697,2018/7/9 21:27
32.22379106,0.003218359,2018/7/9 21:28
32.22524961,0.003224178,2018/7/9 21:30
32.22627307,0.003229229,2018/7/9 21:31
32.22929642,0.003226466,2018/7/9 21:32
32.23322704,0.003240778,2018/7/9 21:33
32.23509249,0.003228896,2018/7/9 21:34
32.22696215,0.003198039,2018/7/9 21:35
32.2206224,0.003209723,2018/7/9 21:36
32.22073392,0.003230661,2018/7/9 21:37
32.21745972,0.003237344,2018/7/9 21:38
32.22166863,0.003239327,2018/7/9 21:40
32.22030584,0.003222356,2018/7/9 21:42
32.22350335,0.003238226,2018/7/9 21:43
32.18063246,0.003349815,2018/7/9 21:44
32.1913222,0.003379886,2018/7/9 21:45
32.19880863,0.003376049,2018/7/9 21:48
32.19654294,0.00335541,2018/7/9 21:49
32.203807,0.003376633,2018/7/9 21:50
32.2064917,0.003379202,2018/7/9 21:51
32.19950076,0.003386883,2018/7/9 21:53
32.19792822,0.003383958,2018/7/9 21:54
32.19725251,0.003361013,2018/7/9 21:59
32.20805104,0.003419235,2018/7/9 22:00
32.20487878,0.003422189,2018/7/9 22:01
32.19869635,0.003395634,2018/7/9 22:02
32.20022726,0.003386896,2018/7/9 22:03
32.19622169,0.003364987,2018/7/9 22:04
32.19717154,0.003377631,2018/7/9 22:05
32.19353238,0.003390414,2018/7/9 22:06
32.19423109,0.003390441,2018/7/9 22:07
32.19740778,0.003396492,2018/7/9 22:08
32.19553862,0.003391758,2018/7/9 22:10
32.19597049,0.003373364,2018/7/9 22:11
32.19981736,0.003385557,2018/7/9 22:12
32.19636742,0.003432418,2018/7/9 22:13
32.20169558,0.003469025,2018/7/9 22:15
32.20210225,0.003451377,2018/7/9 22:16
32.20338221,0.003477151,2018/7/9 22:17
32.20843039,0.003505656,2018/7/9 22:18
32.21003966,0.003505269,2018/7/9 22:19
32.21323576,0.003520151,2018/7/9 22:22
32.20634695,0.003526057,2018/7/9 22:23
32.20642916,0.003507416,2018/7/9 22:25
32.20573835,0.003504759,2018/7/9 22:28
32.20548224,0.003490143,2018/7/9 22:32
32.20443744,0.003468684,2018/7/9 22:33
32.20484775,0.00342663,2018/7/9 22:34
32.1993129,0.003412062,2018/7/9 22:35
32.20096585,0.003390281,2018/7/9 22:36
32.19797661,0.003398522,2018/7/9 22:37
32.19499041,0.003387545,2018/7/9 22:39
32.19193455,0.003383276,2018/7/9 22:40
32.19645671,0.00336148,2018/7/9 22:41
32.19279063,0.003276893,2018/7/9 22:44
32.22012762,0.003137663,2018/7/9 22:45
32.20639922,0.003253183,2018/7/9 22:46
32.20946751,0.003267666,2018/7/9 22:47
32.2110793,0.00326404,2018/7/9 22:51
32.22215239,0.003260418,2018/7/9 22:52
32.22369777,0.003220945,2018/7/9 23:00
32.20828868,0.003218201,2018/7/9 23:01
32.0989014,0.00309412,2018/7/9 23:05
32.10329187,0.003092436,2018/7/9 23:06
32.09841308,0.00313137,2018/7/9 23:07
32.09811382,0.003157244,2018/7/9 23:08
32.1010146,0.003172651,2018/7/9 23:09
32.09708788,0.003185093,2018/7/9 23:10
32.1019311,0.003208559,2018/7/9 23:11
32.10152658,0.003221441,2018/7/9 23:12
32.10378316,0.003224256,2018/7/9 23:13
32.09957032,0.003240489,2018/7/9 23:14
32.1004328,0.003196769,2018/7/9 23:16
32.10296897,0.003249338,2018/7/9 23:17
32.10723822,0.003278117,2018/7/9 23:18
32.10134431,0.003244598,2018/7/9 23:20
32.09776978,0.003194379,2018/7/9 23:21
32.09983349,0.003199398,2018/7/9 23:22
32.09453241,0.003223259,2018/7/9 23:23
32.09271385,0.003210244,2018/7/9 23:25
32.09091163,0.003215725,2018/7/9 23:26
32.08728211,0.003219596,2018/7/9 23:28
32.09017849,0.003213812,2018/7/9 23:30
32.09337057,0.003230048,2018/7/9 23:31
32.09461775,0.003249085,2018/7/9 23:32
32.09076124,0.003252015,2018/7/9 23:35
32.09091077,0.003267572,2018/7/9 23:36
32.09170301,0.003306743,2018/7/9 23:40
32.08131691,0.003283664,2018/7/9 23:44
32.08228654,0.003297337,2018/7/9 23:50
32.07102385,0.003340552,2018/7/9 23:54
32.07033629,0.003329918,2018/7/9 23:55
32.07481438,0.003372091,2018/7/9 23:56
32.07511667,0.003384981,2018/7/9 23:57
32.07799156,0.003409368,2018/7/9 23:59
32.08892745,0.003482048,2018/7/10
32.08520407,0.003395922,2018/7/10 0:01
32.08693882,0.003349595,2018/7/10 0:02
32.08630333,0.003368164,2018/7/10 0:03
32.08636603,0.00337338,2018/7/10 0:04
32.08265218,0.003350748,2018/7/10 0:08
32.08297745,0.003366654,2018/7/10 0:10
32.09116038,0.003396611,2018/7/10 0:12
32.08804675,0.003383503,2018/7/10 0:13
32.08960479,0.003397472,2018/7/10 0:15
32.08715215,0.00342497,2018/7/10 0:24
32.08857286,0.003443924,2018/7/10 0:28
32.09121996,0.003504172,2018/7/10 0:33
32.09439443,0.003488504,2018/7/10 0:34
32.09610754,0.003501695,2018/7/10 0:35
32.10050708,0.003503686,2018/7/10 0:36
32.09775619,0.003465073,2018/7/10 0:37
32.09761816,0.003498494,2018/7/10 0:41
32.10379788,0.003546465,2018/7/10 0:44
32.1106854,0.003561453,2018/7/10 0:45
32.11426808,0.003474026,2018/7/10 0:47
32.12069837,0.003453319,2018/7/10 0:48
32.12625754,0.003462392,2018/7/10 0:51
32.1258743,0.003537241,2018/7/10 0:52
32.12552542,0.00358664,2018/7/10 0:54
32.12732791,0.003563039,2018/7/10 0:55
32.1274033,0.003579029,2018/7/10 0:56
32.12112144,0.003563274,2018/7/10 0:59
32.12664564,0.003567562,2018/7/10 1:00
32.13124158,0.003581829,2018/7/10 1:03
32.13625534,0.003660924,2018/7/10 1:06
32.13228533,0.003668998,2018/7/10 1:10
32.13160106,0.00371011,2018/7/10 1:11
32.13605476,0.003692181,2018/7/10 1:12
32.13189481,0.003650361,2018/7/10 1:13
32.13531677,0.003626473,2018/7/10 1:14
32.13447259,0.003497394,2018/7/10 1:19
